contig	position
ENST00000054666.11	1309
ENST00000054666.11	1310
ENST00000054666.11	1311
ENST00000054666.11	1312
ENST00000054666.11	1313
ENST00000054666.11	1314
ENST00000054666.11	1315
ENST00000054666.11	1316
ENST00000054666.11	1317
ENST00000054666.11	1318
ENST00000054666.11	1319
ENST00000054666.11	1320
ENST00000054666.11	1321
ENST00000054666.11	1322
ENST00000054666.11	1323
ENST00000054666.11	1324
ENST00000054666.11	1325
ENST00000054666.11	1326
ENST00000054666.11	1327
ENST00000054666.11	1328
ENST00000054666.11	1329
ENST00000054666.11	1330
ENST00000054666.11	1331
ENST00000054666.11	1332
ENST00000054666.11	1333
ENST00000054666.11	1334
ENST00000054666.11	1335
ENST00000054666.11	1336
ENST00000054666.11	1337
ENST00000054666.11	1338
ENST00000054666.11	1339
ENST00000054666.11	1340
ENST00000054666.11	1341
ENST00000054666.11	1342
ENST00000054666.11	1343
ENST00000054666.11	1344
ENST00000054666.11	1345
ENST00000054666.11	1346
ENST00000054666.11	1347
ENST00000054666.11	1348
ENST00000054666.11	1349
ENST00000054666.11	1350
ENST00000054666.11	1351
ENST00000054666.11	1352
ENST00000054666.11	1353
ENST00000054666.11	1354
ENST00000054666.11	1355
ENST00000054666.11	1356
ENST00000054666.11	1357
ENST00000054666.11	1358
ENST00000054666.11	1359
ENST00000054666.11	1360
ENST00000054666.11	1361
ENST00000054666.11	1362
ENST00000054666.11	1363
ENST00000054666.11	1364
ENST00000054666.11	1365
ENST00000054666.11	1366
ENST00000054666.11	1367
ENST00000054666.11	1368
ENST00000054666.11	1369
ENST00000054666.11	1370
ENST00000054666.11	1371
ENST00000054666.11	1372
ENST00000054666.11	1373
ENST00000054666.11	1374
ENST00000054666.11	1375
ENST00000054666.11	1376
ENST00000054666.11	1377
ENST00000054666.11	1378
ENST00000054666.11	1379
ENST00000054666.11	1380
ENST00000054666.11	1381
ENST00000054666.11	1382
ENST00000054666.11	1383
ENST00000054666.11	1384
ENST00000054666.11	1385
ENST00000054666.11	1386
ENST00000054666.11	1387
ENST00000054666.11	1388
ENST00000054666.11	1389
ENST00000054666.11	1390
ENST00000054666.11	1391
ENST00000054666.11	1392
ENST00000054666.11	1393
ENST00000054666.11	1394
ENST00000054666.11	1395
ENST00000054666.11	1396
ENST00000054666.11	1397
ENST00000054666.11	1398
ENST00000054666.11	1399
ENST00000054666.11	1400
ENST00000054666.11	1401
ENST00000054666.11	1402
ENST00000054666.11	1403
ENST00000054666.11	1404
ENST00000054666.11	1405
ENST00000054666.11	1406
ENST00000054666.11	1407
ENST00000054666.11	1408
ENST00000054666.11	1409
ENST00000054666.11	1410
ENST00000054666.11	1411
ENST00000054666.11	1412
ENST00000054666.11	1413
ENST00000054666.11	1414
ENST00000054666.11	1415
ENST00000054666.11	1416
ENST00000054666.11	1417
ENST00000054666.11	1418
ENST00000054666.11	1419
ENST00000054666.11	1420
ENST00000054666.11	1421
ENST00000054666.11	1422
ENST00000054666.11	1423
ENST00000054666.11	1424
ENST00000054666.11	1425
ENST00000054666.11	1426
ENST00000054666.11	1427
ENST00000054666.11	1428
ENST00000054666.11	1429
ENST00000054666.11	1430
ENST00000054666.11	1431
ENST00000054666.11	1432
ENST00000054666.11	1433
ENST00000054666.11	1434
ENST00000054666.11	1435
ENST00000054666.11	1436
ENST00000054666.11	1437
ENST00000054666.11	1438
ENST00000054666.11	1439
ENST00000054666.11	1440
ENST00000054666.11	1441
ENST00000054666.11	1442
ENST00000054666.11	1443
ENST00000054666.11	1444
ENST00000054666.11	1445
ENST00000054666.11	1446
ENST00000054666.11	1447
ENST00000054666.11	1448
ENST00000054666.11	1449
ENST00000054666.11	1450
ENST00000054666.11	1451
ENST00000054666.11	1452
ENST00000054666.11	1453
ENST00000054666.11	1454
ENST00000054666.11	1455
ENST00000054666.11	1456
ENST00000054666.11	1457
ENST00000054666.11	1458
ENST00000054666.11	1459
ENST00000054666.11	1460
ENST00000054666.11	1461
ENST00000054666.11	1462
ENST00000054666.11	1463
ENST00000054666.11	1464
ENST00000054666.11	1465
ENST00000054666.11	1466
ENST00000054666.11	1467
ENST00000054666.11	1468
ENST00000054666.11	1469
ENST00000054666.11	1470
ENST00000054666.11	1471
ENST00000054666.11	1472
ENST00000054666.11	1473
ENST00000054666.11	1474
ENST00000054666.11	1475
ENST00000054666.11	1476
ENST00000054666.11	1477
ENST00000054666.11	1478
ENST00000054666.11	1479
ENST00000054666.11	1480
ENST00000054666.11	1481
ENST00000054666.11	1482
ENST00000054666.11	1483
ENST00000054666.11	1484
ENST00000054666.11	1485
ENST00000054666.11	1486
ENST00000054666.11	1487
ENST00000054666.11	1488
ENST00000054666.11	1489
ENST00000054666.11	1490
ENST00000054666.11	1491
ENST00000054666.11	1492
ENST00000054666.11	1493
ENST00000054666.11	1494
ENST00000054666.11	1495
ENST00000054666.11	1496
ENST00000054666.11	1497
ENST00000054666.11	1498
ENST00000054666.11	1499
ENST00000054666.11	1500
ENST00000054666.11	1501
ENST00000054666.11	1502
ENST00000054666.11	1503
ENST00000054666.11	1504
ENST00000054666.11	1505
ENST00000054666.11	1506
ENST00000054666.11	1507
ENST00000054666.11	1508
ENST00000054666.11	1509
ENST00000054666.11	1510
ENST00000054666.11	1511
ENST00000054666.11	1512
ENST00000054666.11	1513
ENST00000054666.11	1514
ENST00000054666.11	1515
ENST00000054666.11	1516
ENST00000054666.11	1517
ENST00000054666.11	1518
ENST00000054666.11	1519
ENST00000054666.11	1520
ENST00000054666.11	1521
ENST00000054666.11	1522
ENST00000054666.11	1523
ENST00000054666.11	1524
ENST00000054666.11	1525
ENST00000054666.11	1526
ENST00000054666.11	1527
ENST00000054666.11	1528
ENST00000054666.11	1529
ENST00000054666.11	1530
ENST00000054666.11	1531
ENST00000054666.11	1532
ENST00000054666.11	1533
ENST00000054666.11	1534
ENST00000054666.11	1535
ENST00000054666.11	1536
ENST00000054666.11	1537
ENST00000054666.11	1538
ENST00000054666.11	1539
ENST00000054666.11	1540
ENST00000054666.11	1541
ENST00000054666.11	1542
ENST00000054666.11	1543
ENST00000054666.11	1544
ENST00000054666.11	1545
ENST00000054666.11	1546
ENST00000054666.11	1547
ENST00000054666.11	1548
ENST00000054666.11	1549
ENST00000054666.11	1550
ENST00000054666.11	1551
ENST00000054666.11	1552
ENST00000054666.11	1553
ENST00000054666.11	1554
ENST00000054666.11	1555
ENST00000054666.11	1556
ENST00000054666.11	1557
ENST00000054666.11	1558
ENST00000054666.11	1559
ENST00000054666.11	1560
ENST00000054666.11	1561
ENST00000054666.11	1562
ENST00000054666.11	1563
ENST00000054666.11	1564
ENST00000054666.11	1565
ENST00000054666.11	1566
ENST00000054666.11	1567
ENST00000054666.11	1568
ENST00000054666.11	1569
ENST00000054666.11	1570
ENST00000054666.11	1571
ENST00000054666.11	1572
ENST00000054666.11	1573
ENST00000054666.11	1574
ENST00000054666.11	1575
ENST00000054666.11	1576
ENST00000054666.11	1577
ENST00000054666.11	1578
ENST00000054666.11	1579
ENST00000054666.11	1580
ENST00000054666.11	1581
ENST00000054666.11	1582
ENST00000054666.11	1583
ENST00000054666.11	1584
ENST00000054666.11	1585
ENST00000054666.11	1586
ENST00000054666.11	1587
ENST00000054666.11	1588
ENST00000054666.11	1589
ENST00000054666.11	1590
ENST00000054666.11	1591
ENST00000054666.11	1592
ENST00000054666.11	1593
ENST00000054666.11	1594
ENST00000054666.11	1595
ENST00000054666.11	1596
ENST00000054666.11	1597
ENST00000054666.11	1598
ENST00000054666.11	1599
ENST00000054666.11	1600
ENST00000054666.11	1601
ENST00000054666.11	1602
ENST00000054666.11	1603
ENST00000054666.11	1604
ENST00000054666.11	1605
ENST00000054666.11	1606
ENST00000054666.11	1607
ENST00000054666.11	1608
ENST00000054666.11	1609
ENST00000054666.11	1610
ENST00000054666.11	1611
ENST00000054666.11	1612
ENST00000054666.11	1613
ENST00000054666.11	1614
ENST00000054666.11	1615
ENST00000054666.11	1616
ENST00000054666.11	1617
ENST00000054666.11	1618
ENST00000054666.11	1619
ENST00000054666.11	1620
ENST00000054666.11	1621
ENST00000054666.11	1622
ENST00000054666.11	1623
ENST00000054666.11	1624
ENST00000054666.11	1625
ENST00000054666.11	1626
ENST00000054666.11	1627
ENST00000054666.11	1628
ENST00000054666.11	1629
ENST00000054666.11	1630
ENST00000054666.11	1631
ENST00000054666.11	1632
ENST00000054666.11	1633
ENST00000054666.11	1634
ENST00000054666.11	1635
ENST00000054666.11	1636
ENST00000054666.11	1637
ENST00000054666.11	1638
ENST00000054666.11	1639
ENST00000054666.11	1640
ENST00000054666.11	1641
ENST00000054666.11	1642
ENST00000054666.11	1643
ENST00000054666.11	1644
ENST00000054666.11	1645
ENST00000054666.11	1646
ENST00000054666.11	1647
ENST00000054666.11	1648
ENST00000054666.11	1649
ENST00000054666.11	1650
ENST00000054666.11	1651
ENST00000054666.11	1652
ENST00000054666.11	1653
ENST00000054666.11	1654
ENST00000054666.11	1655
ENST00000054666.11	1656
ENST00000054666.11	1657
ENST00000054666.11	1658
ENST00000054666.11	1659
ENST00000054666.11	1660
ENST00000054666.11	1661
ENST00000054666.11	1662
ENST00000054666.11	1663
ENST00000054666.11	1664
ENST00000054666.11	1665
ENST00000054666.11	1666
ENST00000054666.11	1667
ENST00000054666.11	1668
ENST00000054666.11	1669
ENST00000054666.11	1670
ENST00000054666.11	1671
ENST00000054666.11	1672
ENST00000054666.11	1673
ENST00000054666.11	1674
ENST00000054666.11	1675
ENST00000054666.11	1676
ENST00000054666.11	1677
ENST00000054666.11	1678
ENST00000054666.11	1679
ENST00000054666.11	1680
ENST00000054666.11	1681
ENST00000054666.11	1682
ENST00000054666.11	1683
ENST00000054666.11	1684
ENST00000054666.11	1685
ENST00000054666.11	1686
ENST00000054666.11	1687
ENST00000054666.11	1688
ENST00000054666.11	1689
ENST00000054666.11	1690
ENST00000054666.11	1691
ENST00000054666.11	1692
ENST00000054666.11	1693
ENST00000054666.11	1694
ENST00000054666.11	1695
ENST00000054666.11	1696
ENST00000054666.11	1697
ENST00000054666.11	1698
ENST00000054666.11	1699
ENST00000054666.11	1700
ENST00000054666.11	1701
ENST00000054666.11	1702
ENST00000054666.11	1703
ENST00000054666.11	1704
ENST00000054666.11	1705
ENST00000054666.11	1706
ENST00000054666.11	1707
ENST00000054666.11	1708
ENST00000054666.11	1709
ENST00000054666.11	1710
ENST00000054666.11	1711
ENST00000054666.11	1712
ENST00000054666.11	1713
ENST00000054666.11	1714
ENST00000054666.11	1715
ENST00000054666.11	1716
ENST00000054666.11	1717
ENST00000054666.11	1718
ENST00000054666.11	1719
ENST00000054666.11	1720
ENST00000054666.11	1721
ENST00000054666.11	1722
ENST00000054666.11	1723
ENST00000054666.11	1724
ENST00000054666.11	1725
ENST00000054666.11	1726
ENST00000054666.11	1727
ENST00000054666.11	1728
ENST00000054666.11	1729
ENST00000054666.11	1730
ENST00000054666.11	1731
ENST00000054666.11	1732
ENST00000054666.11	1733
ENST00000054666.11	1734
ENST00000054666.11	1735
ENST00000054666.11	1736
ENST00000054666.11	1737
ENST00000054666.11	1738
ENST00000054666.11	1739
ENST00000054666.11	1740
ENST00000054666.11	1741
ENST00000054666.11	1742
ENST00000054666.11	1743
ENST00000054666.11	1744
ENST00000054666.11	1745
ENST00000054666.11	1746
ENST00000054666.11	1747
ENST00000054666.11	1748
ENST00000054666.11	1749
ENST00000054666.11	1750
ENST00000054666.11	1751
ENST00000054666.11	1752
ENST00000054666.11	1753
ENST00000054666.11	1754
ENST00000054666.11	1755
ENST00000054666.11	1756
ENST00000054666.11	1757
ENST00000054666.11	1758
ENST00000054666.11	1759
ENST00000054666.11	1760
ENST00000054666.11	1761
ENST00000054666.11	1762
ENST00000054666.11	1763
ENST00000054666.11	1764
ENST00000054666.11	1765
ENST00000054666.11	1766
ENST00000054666.11	1767
ENST00000054666.11	1768
ENST00000054666.11	1769
ENST00000054666.11	1770
ENST00000054666.11	1771
ENST00000054666.11	1772
ENST00000054666.11	1773
ENST00000054666.11	1774
ENST00000054666.11	1775
ENST00000054666.11	1776
ENST00000054666.11	1777
ENST00000054666.11	1778
ENST00000054666.11	1779
ENST00000054666.11	1780
ENST00000054666.11	1781
ENST00000054666.11	1782
ENST00000054666.11	1783
ENST00000054666.11	1784
ENST00000054666.11	1785
ENST00000054666.11	1786
ENST00000054666.11	1787
ENST00000054666.11	1788
ENST00000054666.11	1789
ENST00000054666.11	1790
ENST00000054666.11	1791
ENST00000054666.11	1792
ENST00000054666.11	1793
ENST00000054666.11	1794
ENST00000054666.11	1795
ENST00000054666.11	1796
ENST00000054666.11	1797
ENST00000054666.11	1798
ENST00000054666.11	1799
ENST00000054666.11	1800
ENST00000054666.11	1801
ENST00000054666.11	1802
ENST00000054666.11	1803
ENST00000054666.11	1804
ENST00000054666.11	1805
ENST00000054666.11	1806
ENST00000054666.11	1807
ENST00000054666.11	1808
ENST00000054666.11	1809
ENST00000054666.11	1810
ENST00000054666.11	1811
ENST00000054666.11	1812
ENST00000054666.11	1813
ENST00000054666.11	1814
ENST00000054666.11	1815
ENST00000054666.11	1816
ENST00000054666.11	1817
ENST00000054666.11	1818
ENST00000054666.11	1819
ENST00000054666.11	1820
ENST00000054666.11	1821
ENST00000054666.11	1822
ENST00000054666.11	1823
ENST00000054666.11	1824
ENST00000054666.11	1825
ENST00000054666.11	1826
ENST00000054666.11	1827
ENST00000054666.11	1828
ENST00000054666.11	1829
ENST00000054666.11	1830
ENST00000054666.11	1831
ENST00000054666.11	1832
ENST00000054666.11	1833
ENST00000054666.11	1834
ENST00000054666.11	1835
ENST00000054666.11	1836
ENST00000054666.11	1837
ENST00000054666.11	1838
ENST00000054666.11	1839
ENST00000054666.11	1840
ENST00000054666.11	1841
ENST00000054666.11	1842
ENST00000054666.11	1843
ENST00000054666.11	1844
ENST00000054666.11	1845
ENST00000054666.11	1846
ENST00000054666.11	1847
ENST00000054666.11	1848
ENST00000054666.11	1849
ENST00000054666.11	1850
ENST00000054666.11	1851
ENST00000054666.11	1852
ENST00000054666.11	1853
ENST00000054666.11	1854
ENST00000054666.11	1855
ENST00000054666.11	1856
ENST00000054666.11	1857
ENST00000054666.11	1858
ENST00000054666.11	1859
ENST00000054666.11	1860
ENST00000054666.11	1861
ENST00000054666.11	1862
ENST00000054666.11	1863
ENST00000054666.11	1864
ENST00000054666.11	1865
ENST00000054666.11	1866
ENST00000054666.11	1867
ENST00000054666.11	1868
ENST00000054666.11	1869
ENST00000054666.11	1870
ENST00000054666.11	1871
ENST00000054666.11	1872
ENST00000054666.11	1873
ENST00000054666.11	1874
ENST00000054666.11	1875
ENST00000054666.11	1876
ENST00000054666.11	1877
ENST00000054666.11	1878
ENST00000054666.11	1879
ENST00000054666.11	1880
ENST00000054666.11	1881
ENST00000054666.11	1882
ENST00000054666.11	1883
ENST00000054666.11	1884
ENST00000054666.11	1885
ENST00000054666.11	1886
ENST00000054666.11	1887
ENST00000054666.11	1888
ENST00000054666.11	1889
ENST00000054666.11	1890
ENST00000054666.11	1891
ENST00000054666.11	1892
ENST00000054666.11	1893
ENST00000054666.11	1894
ENST00000054666.11	1895
ENST00000054666.11	1896
ENST00000054666.11	1897
ENST00000054666.11	1898
ENST00000054666.11	1899
ENST00000054666.11	1900
ENST00000054666.11	1901
ENST00000054666.11	1902
ENST00000054666.11	1903
ENST00000054666.11	1904
ENST00000054666.11	1905
ENST00000054666.11	1906
ENST00000054666.11	1907
ENST00000054666.11	1908
ENST00000054666.11	1909
ENST00000054666.11	1910
ENST00000054666.11	1911
ENST00000054666.11	1912
ENST00000054666.11	1913
ENST00000054666.11	1914
ENST00000054666.11	1915
ENST00000054666.11	1916
ENST00000054666.11	1917
ENST00000054666.11	1918
ENST00000054666.11	1919
ENST00000054666.11	1920
ENST00000054666.11	1921
ENST00000054666.11	1922
ENST00000054666.11	1923
ENST00000054666.11	1924
ENST00000054666.11	1925
ENST00000054666.11	1926
ENST00000054666.11	1927
ENST00000054666.11	1928
ENST00000054666.11	1929
ENST00000054666.11	1930
ENST00000054666.11	1931
ENST00000054666.11	1932
ENST00000054666.11	1933
ENST00000054666.11	1934
ENST00000054666.11	1935
ENST00000054666.11	1936
ENST00000054666.11	1937
ENST00000054666.11	1938
ENST00000054666.11	1939
ENST00000054666.11	1940
ENST00000054666.11	1941
ENST00000054666.11	1942
ENST00000054666.11	1943
ENST00000054666.11	1944
ENST00000054666.11	1945
ENST00000054666.11	1946
ENST00000054666.11	1947
ENST00000054666.11	1948
ENST00000054666.11	1949
ENST00000054666.11	1950
ENST00000054666.11	1951
ENST00000054666.11	1952
ENST00000054666.11	1953
ENST00000054666.11	1954
ENST00000054666.11	1955
ENST00000054666.11	1956
ENST00000054666.11	1957
ENST00000054666.11	1958
ENST00000054666.11	1959
ENST00000054666.11	1960
ENST00000054666.11	1961
ENST00000054666.11	1962
ENST00000054666.11	1963
ENST00000054666.11	1964
ENST00000054666.11	1965
ENST00000054666.11	1966
ENST00000054666.11	1967
ENST00000054666.11	1968
ENST00000054666.11	1969
ENST00000054666.11	1970
ENST00000054666.11	1971
ENST00000054666.11	1972
ENST00000054666.11	1973
ENST00000054666.11	1974
ENST00000054666.11	1975
ENST00000054666.11	1976
ENST00000054666.11	1977
ENST00000054666.11	1978
ENST00000054666.11	1979
ENST00000054666.11	1980
ENST00000054666.11	1981
ENST00000054666.11	1982
ENST00000054666.11	1983
ENST00000054666.11	1984
ENST00000054666.11	1985
ENST00000054666.11	1986
ENST00000054666.11	1987
ENST00000054666.11	1988
ENST00000054666.11	1989
ENST00000054666.11	1990
ENST00000054666.11	1991
ENST00000054666.11	1992
ENST00000054666.11	1993
ENST00000054666.11	1994
ENST00000054666.11	1995
ENST00000054666.11	1996
ENST00000054666.11	1997
ENST00000054666.11	1998
ENST00000054666.11	1999
ENST00000054666.11	2000
ENST00000054666.11	2001
ENST00000054666.11	2002
ENST00000054666.11	2003
ENST00000054666.11	2004
ENST00000054666.11	2005
ENST00000054666.11	2006
ENST00000054666.11	2007
ENST00000054666.11	2008
ENST00000054666.11	2009
ENST00000054666.11	2010
ENST00000054666.11	2011
ENST00000054666.11	2012
ENST00000054666.11	2013
ENST00000054666.11	2014
ENST00000054666.11	2015
ENST00000054666.11	2016
ENST00000054666.11	2017
ENST00000054666.11	2018
ENST00000054666.11	2019
ENST00000054666.11	2020
ENST00000054666.11	2021
ENST00000054666.11	2022
ENST00000054666.11	2023
ENST00000054666.11	2024
ENST00000054666.11	2025
ENST00000054666.11	2026
ENST00000054666.11	2027
ENST00000054666.11	2028
ENST00000054666.11	2029
ENST00000054666.11	2030
ENST00000054666.11	2031
ENST00000054666.11	2032
ENST00000054666.11	2033
ENST00000054666.11	2034
ENST00000054666.11	2035
ENST00000054666.11	2036
ENST00000054666.11	2037
ENST00000054666.11	2038
ENST00000054666.11	2039
ENST00000054666.11	2040
ENST00000054666.11	2041
ENST00000054666.11	2042
ENST00000054666.11	2043
ENST00000054666.11	2044
ENST00000054666.11	2045
ENST00000054666.11	2046
ENST00000054666.11	2047
ENST00000054666.11	2048
ENST00000054666.11	2049
ENST00000054666.11	2050
ENST00000054666.11	2051
ENST00000054666.11	2052
ENST00000054666.11	2053
ENST00000054666.11	2054
ENST00000054666.11	2055
ENST00000054666.11	2056
ENST00000054666.11	2057
ENST00000054666.11	2058
ENST00000054666.11	2059
ENST00000054666.11	2060
ENST00000054666.11	2061
ENST00000054666.11	2062
ENST00000054666.11	2063
ENST00000054666.11	2064
ENST00000054666.11	2065
ENST00000054666.11	2066
ENST00000054666.11	2067
ENST00000054666.11	2068
ENST00000054666.11	2069
ENST00000054666.11	2070
ENST00000054666.11	2071
ENST00000054666.11	2072
ENST00000054666.11	2073
ENST00000054666.11	2074
ENST00000054666.11	2075
ENST00000054666.11	2076
ENST00000054666.11	2077
ENST00000054666.11	2078
ENST00000054666.11	2079
ENST00000054666.11	2080
ENST00000054666.11	2081
ENST00000054666.11	2082
ENST00000054666.11	2083
ENST00000054666.11	2084
ENST00000054666.11	2085
ENST00000054666.11	2086
ENST00000054666.11	2087
ENST00000054666.11	2088
ENST00000054666.11	2089
ENST00000054666.11	2090
ENST00000054666.11	2091
ENST00000054666.11	2092
ENST00000054666.11	2093
ENST00000054666.11	2094
ENST00000054666.11	2095
ENST00000054666.11	2096
ENST00000054666.11	2097
ENST00000054666.11	2098
ENST00000054666.11	2099
ENST00000054666.11	2100
ENST00000054666.11	2101
ENST00000054666.11	2102
ENST00000054666.11	2103
ENST00000054666.11	2104
ENST00000054666.11	2105
ENST00000054666.11	2106
ENST00000054666.11	2107
ENST00000054666.11	2108
ENST00000054666.11	2109
ENST00000054666.11	2110
ENST00000054666.11	2111
ENST00000054666.11	2112
ENST00000054666.11	2113
ENST00000054666.11	2114
ENST00000054666.11	2115
ENST00000054666.11	2116
ENST00000054666.11	2117
ENST00000054666.11	2118
ENST00000054666.11	2119
ENST00000054666.11	2120
ENST00000054666.11	2121
ENST00000054666.11	2122
ENST00000054666.11	2123
ENST00000054666.11	2124
ENST00000054666.11	2125
ENST00000054666.11	2126
ENST00000054666.11	2127
ENST00000054666.11	2128
ENST00000054666.11	2129
ENST00000054666.11	2130
ENST00000054666.11	2131
ENST00000054666.11	2132
ENST00000054666.11	2133
ENST00000054666.11	2134
ENST00000054666.11	2135
ENST00000054666.11	2136
ENST00000054666.11	2137
ENST00000054666.11	2138
ENST00000054666.11	2139
ENST00000054666.11	2140
ENST00000054666.11	2141
ENST00000054666.11	2142
ENST00000054666.11	2143
ENST00000054666.11	2144
ENST00000054666.11	2145
ENST00000054666.11	2146
ENST00000054666.11	2147
ENST00000054666.11	2148
ENST00000054666.11	2149
ENST00000054666.11	2150
ENST00000054666.11	2151
ENST00000054666.11	2152
ENST00000054666.11	2153
ENST00000054666.11	2154
ENST00000054666.11	2155
ENST00000054666.11	2156
ENST00000054666.11	2157
ENST00000054666.11	2158
ENST00000054666.11	2159
ENST00000054666.11	2160
ENST00000054666.11	2161
ENST00000054666.11	2162
ENST00000054666.11	2163
ENST00000054666.11	2164
ENST00000054666.11	2165
ENST00000054666.11	2166
ENST00000054666.11	2167
ENST00000054666.11	2168
ENST00000054666.11	2169
ENST00000054666.11	2170
ENST00000054666.11	2171
ENST00000054666.11	2172
ENST00000054666.11	2173
ENST00000234590.10	0
ENST00000234590.10	1
ENST00000234590.10	2
ENST00000234590.10	3
ENST00000234590.10	4
ENST00000234590.10	5
ENST00000234590.10	6
ENST00000234590.10	7
ENST00000234590.10	8
ENST00000234590.10	9
ENST00000234590.10	10
ENST00000234590.10	11
ENST00000234590.10	12
ENST00000234590.10	13
ENST00000234590.10	14
ENST00000234590.10	15
ENST00000234590.10	16
ENST00000234590.10	17
ENST00000234590.10	18
ENST00000234590.10	19
ENST00000234590.10	20
ENST00000234590.10	21
ENST00000234590.10	22
ENST00000234590.10	23
ENST00000234590.10	24
ENST00000234590.10	25
ENST00000234590.10	26
ENST00000234590.10	27
ENST00000234590.10	28
ENST00000234590.10	29
ENST00000234590.10	30
ENST00000234590.10	31
ENST00000234590.10	32
ENST00000234590.10	33
ENST00000234590.10	34
ENST00000234590.10	35
ENST00000234590.10	36
ENST00000234590.10	37
ENST00000234590.10	38
ENST00000234590.10	39
ENST00000234590.10	40
ENST00000234590.10	41
ENST00000234590.10	42
ENST00000234590.10	43
ENST00000234590.10	44
ENST00000234590.10	45
ENST00000234590.10	46
ENST00000234590.10	47
ENST00000234590.10	48
ENST00000234590.10	49
ENST00000234590.10	50
ENST00000234590.10	51
ENST00000234590.10	52
ENST00000234590.10	53
ENST00000234590.10	54
ENST00000234590.10	55
ENST00000234590.10	56
ENST00000234590.10	57
ENST00000234590.10	58
ENST00000234590.10	59
ENST00000234590.10	60
ENST00000234590.10	61
ENST00000234590.10	62
ENST00000234590.10	63
ENST00000234590.10	64
ENST00000234590.10	65
ENST00000234590.10	66
ENST00000234590.10	67
ENST00000234590.10	68
ENST00000234590.10	69
ENST00000234590.10	70
ENST00000234590.10	71
ENST00000234590.10	72
ENST00000234590.10	73
ENST00000234590.10	74
ENST00000234590.10	75
ENST00000234590.10	76
ENST00000234590.10	77
ENST00000234590.10	78
ENST00000234590.10	79
ENST00000234590.10	80
ENST00000234590.10	81
ENST00000234590.10	82
ENST00000234590.10	83
ENST00000234590.10	84
ENST00000234590.10	85
ENST00000234590.10	86
ENST00000234590.10	87
ENST00000234590.10	88
ENST00000234590.10	89
ENST00000234590.10	90
ENST00000234590.10	91
ENST00000234590.10	92
ENST00000234590.10	93
ENST00000234590.10	94
ENST00000234590.10	95
ENST00000234590.10	96
ENST00000234590.10	97
ENST00000234590.10	98
ENST00000234590.10	99
ENST00000234590.10	100
ENST00000234590.10	101
ENST00000234590.10	102
ENST00000234590.10	103
ENST00000234590.10	104
ENST00000234590.10	105
ENST00000234590.10	106
ENST00000234590.10	107
ENST00000234590.10	108
ENST00000234590.10	109
ENST00000234590.10	110
ENST00000234590.10	111
ENST00000234590.10	112
ENST00000234590.10	113
ENST00000234590.10	114
ENST00000234590.10	115
ENST00000234590.10	116
ENST00000234590.10	117
ENST00000234590.10	118
ENST00000234590.10	119
ENST00000234590.10	120
ENST00000234590.10	121
ENST00000234590.10	122
ENST00000234590.10	123
ENST00000234590.10	124
ENST00000234590.10	125
ENST00000234590.10	126
ENST00000234590.10	127
ENST00000234590.10	128
ENST00000234590.10	129
ENST00000234590.10	130
ENST00000234590.10	131
ENST00000234590.10	132
ENST00000234590.10	133
ENST00000234590.10	134
ENST00000234590.10	135
ENST00000234590.10	136
ENST00000234590.10	137
ENST00000234590.10	138
ENST00000234590.10	139
ENST00000234590.10	140
ENST00000234590.10	141
ENST00000234590.10	142
ENST00000234590.10	143
ENST00000234590.10	144
ENST00000234590.10	145
ENST00000234590.10	146
ENST00000234590.10	147
ENST00000234590.10	148
ENST00000234590.10	149
ENST00000234590.10	150
ENST00000234590.10	151
ENST00000234590.10	152
ENST00000234590.10	153
ENST00000234590.10	154
ENST00000234590.10	155
ENST00000234590.10	156
ENST00000234590.10	157
ENST00000234590.10	158
ENST00000234590.10	159
ENST00000234590.10	160
ENST00000234590.10	161
ENST00000234590.10	162
ENST00000234590.10	163
ENST00000234590.10	164
ENST00000234590.10	165
ENST00000234590.10	166
ENST00000234590.10	167
ENST00000234590.10	168
ENST00000234590.10	169
ENST00000234590.10	170
ENST00000234590.10	171
ENST00000234590.10	172
ENST00000234590.10	173
ENST00000234590.10	174
ENST00000234590.10	175
ENST00000234590.10	176
ENST00000234590.10	177
ENST00000234590.10	178
ENST00000234590.10	179
ENST00000234590.10	180
ENST00000234590.10	181
ENST00000234590.10	182
ENST00000234590.10	183
ENST00000234590.10	184
ENST00000234590.10	185
ENST00000234590.10	186
ENST00000234590.10	187
ENST00000234590.10	188
ENST00000234590.10	189
ENST00000234590.10	190
ENST00000234590.10	191
ENST00000234590.10	192
ENST00000234590.10	193
ENST00000234590.10	194
ENST00000234590.10	195
ENST00000234590.10	196
ENST00000234590.10	197
ENST00000234590.10	198
ENST00000234590.10	199
ENST00000234590.10	200
ENST00000234590.10	201
ENST00000234590.10	202
ENST00000234590.10	203
ENST00000234590.10	204
ENST00000234590.10	205
ENST00000234590.10	206
ENST00000234590.10	207
ENST00000234590.10	208
ENST00000234590.10	209
ENST00000234590.10	210
ENST00000234590.10	211
ENST00000234590.10	212
ENST00000234590.10	213
ENST00000234590.10	214
ENST00000234590.10	215
ENST00000234590.10	216
ENST00000234590.10	217
ENST00000234590.10	218
ENST00000234590.10	219
ENST00000234590.10	220
ENST00000234590.10	221
ENST00000234590.10	222
ENST00000234590.10	223
ENST00000234590.10	224
ENST00000234590.10	225
ENST00000234590.10	226
ENST00000234590.10	227
ENST00000234590.10	228
