Trans	Position
ENST00000664837.1	2359
ENST00000656307.1	6258
ENST00000565280.5	3792
ENST00000362065.9	3642
ENST00000661974.1	5298
ENST00000562881.2	5520
ENST00000435680.6	4814
ENST00000568604.5	4508
ENST00000566338.5	4766
ENST00000567567.5	2662
ENST00000307145.4	1328
ENST00000560473.1	428
ENST00000307145.4	1352
ENST00000560473.1	452
ENST00000307145.4	1483
ENST00000307145.4	1503
ENST00000307145.4	1594
ENST00000307145.4	1605
ENST00000307145.4	2048
ENST00000307145.4	2287
ENST00000307145.4	2305
ENST00000307145.4	2311
ENST00000307145.4	2319
ENST00000307145.4	2325
ENST00000307145.4	2435
ENST00000307145.4	2457
ENST00000307145.4	2466
ENST00000307145.4	2492
ENST00000307145.4	3199
ENST00000692248.1	363
ENST00000563330.1	108
ENST00000361627.8	307
ENST00000567348.5	272
ENST00000563864.5	246
ENST00000543522.5	43
ENST00000692248.1	374
ENST00000563330.1	119
ENST00000361627.8	318
ENST00000567348.5	283
ENST00000563864.5	257
ENST00000543522.5	54
ENST00000692248.1	446
ENST00000563330.1	191
ENST00000361627.8	390
ENST00000567348.5	355
ENST00000563864.5	329
ENST00000543522.5	126
ENST00000692248.1	496
ENST00000563330.1	241
ENST00000361627.8	440
ENST00000567348.5	405
ENST00000563864.5	379
ENST00000565905.5	1676
ENST00000361627.8	2403
ENST00000543522.5	1717
ENST00000565905.5	1696
ENST00000361627.8	2423
ENST00000543522.5	1737
ENST00000565905.5	1719
ENST00000361627.8	2446
ENST00000543522.5	1760
ENST00000565905.5	1750
ENST00000361627.8	2477
ENST00000543522.5	1791
ENST00000565905.5	1755
ENST00000361627.8	2482
ENST00000543522.5	1796
ENST00000565905.5	1764
ENST00000361627.8	2491
ENST00000543522.5	1805
ENST00000565905.5	1845
ENST00000361627.8	2572
ENST00000543522.5	1886
ENST00000565905.5	1869
ENST00000361627.8	2596
ENST00000543522.5	1910
ENST00000565905.5	1874
ENST00000361627.8	2601
ENST00000543522.5	1915
ENST00000565905.5	1917
ENST00000361627.8	2644
ENST00000543522.5	1958
ENST00000565905.5	1929
ENST00000361627.8	2656
ENST00000543522.5	1970
ENST00000565905.5	1958
ENST00000361627.8	2685
ENST00000543522.5	1999
ENST00000565905.5	1999
ENST00000361627.8	2726
ENST00000543522.5	2040
ENST00000758026.1	554
ENST00000565905.5	2221
ENST00000361627.8	2948
ENST00000543522.5	2262
ENST00000758026.1	776
ENST00000565905.5	2295
ENST00000361627.8	3022
ENST00000543522.5	2336
ENST00000647892.1	190
ENST00000758026.1	850
ENST00000565905.5	2299
ENST00000361627.8	3026
ENST00000543522.5	2340
ENST00000647892.1	194
ENST00000758026.1	854
ENST00000565905.5	2309
ENST00000361627.8	3036
ENST00000543522.5	2350
ENST00000647892.1	204
ENST00000758026.1	864
ENST00000565905.5	2349
ENST00000361627.8	3076
ENST00000543522.5	2390
ENST00000647892.1	244
ENST00000758026.1	904
ENST00000565905.5	2361
ENST00000361627.8	3088
ENST00000543522.5	2402
ENST00000647892.1	256
ENST00000758026.1	916
ENST00000565905.5	2385
ENST00000361627.8	3112
ENST00000543522.5	2426
ENST00000647892.1	280
ENST00000758026.1	940
ENST00000565905.5	2390
ENST00000361627.8	3117
ENST00000543522.5	2431
ENST00000647892.1	285
ENST00000758026.1	945
ENST00000565905.5	2687
ENST00000361627.8	3414
ENST00000543522.5	2728
ENST00000565905.5	2941
ENST00000361627.8	3668
ENST00000543522.5	2982
ENST00000565905.5	2999
ENST00000361627.8	3726
ENST00000543522.5	3040
ENST00000565905.5	3015
ENST00000361627.8	3742
ENST00000543522.5	3056
ENST00000498607.2	693
ENST00000498607.2	780
ENST00000675287.1	2441
ENST00000306730.8	1564
ENST00000249209.8	20
ENST00000267750.9	17
ENST00000560911.5	15
ENST00000557941.1	14
ENST00000561372.1	8
ENST00000249209.8	65
ENST00000267750.9	62
ENST00000560911.5	60
ENST00000557941.1	59
ENST00000561372.1	53
ENST00000559078.5	42
ENST00000558205.5	41
ENST00000557879.1	40
ENST00000558102.1	38
ENST00000559421.1	12
ENST00000249209.8	581
ENST00000267750.9	739
ENST00000558205.5	726
ENST00000558102.1	439
ENST00000559421.1	374
ENST00000561246.1	1746
ENST00000560947.1	429
ENST00000354181.8	3976
ENST00000249209.8	604
ENST00000267750.9	762
ENST00000558205.5	749
ENST00000558102.1	462
ENST00000559421.1	397
ENST00000561246.1	1769
ENST00000560947.1	452
ENST00000354181.8	3999
ENST00000249209.8	612
ENST00000267750.9	770
ENST00000558205.5	757
ENST00000558102.1	470
ENST00000559421.1	405
ENST00000561246.1	1777
ENST00000560947.1	460
ENST00000354181.8	4007
ENST00000249209.8	650
ENST00000267750.9	808
ENST00000558205.5	795
ENST00000558102.1	508
ENST00000559421.1	443
ENST00000561246.1	1815
ENST00000560947.1	498
ENST00000354181.8	4045
ENST00000249209.8	671
ENST00000267750.9	829
ENST00000558205.5	816
ENST00000558102.1	529
ENST00000559421.1	464
ENST00000561246.1	1836
ENST00000560947.1	519
ENST00000354181.8	4066
ENST00000249209.8	681
ENST00000267750.9	839
ENST00000558205.5	826
ENST00000558102.1	539
ENST00000559421.1	474
ENST00000561246.1	1846
ENST00000560947.1	529
ENST00000354181.8	4076
ENST00000249209.8	692
ENST00000267750.9	850
ENST00000558205.5	837
ENST00000559421.1	485
ENST00000561246.1	1857
ENST00000560947.1	540
ENST00000354181.8	4087
ENST00000699926.1	727
ENST00000699935.1	390
ENST00000699936.1	371
ENST00000557912.2	291
ENST00000328848.6	249
ENST00000699937.1	236
ENST00000699938.1	371
ENST00000699939.1	391
ENST00000699926.1	810
ENST00000699935.1	473
ENST00000699936.1	454
ENST00000557912.2	374
ENST00000328848.6	332
ENST00000699937.1	319
ENST00000699939.1	474
ENST00000699926.1	826
ENST00000699935.1	489
ENST00000699936.1	470
ENST00000557912.2	390
ENST00000328848.6	348
ENST00000699937.1	335
ENST00000699939.1	490
ENST00000699926.1	841
ENST00000699935.1	504
ENST00000699936.1	485
ENST00000557912.2	405
ENST00000328848.6	363
ENST00000699937.1	350
ENST00000699939.1	505
ENST00000699926.1	852
ENST00000699935.1	515
ENST00000699936.1	496
ENST00000557912.2	416
ENST00000328848.6	374
ENST00000699937.1	361
ENST00000699939.1	516
ENST00000699934.1	14
ENST00000699926.1	14
ENST00000699935.1	188
ENST00000699936.1	133
ENST00000557912.2	14
ENST00000328848.6	14
ENST00000699938.1	14
ENST00000699939.1	133
ENST00000699934.1	51
ENST00000699926.1	51
ENST00000699935.1	225
ENST00000699936.1	170
ENST00000557912.2	51
ENST00000328848.6	51
ENST00000699937.1	36
ENST00000699938.1	51
ENST00000699939.1	170
ENST00000156471.10	9271
ENST00000543879.6	5396
ENST00000559090.5	3311
ENST00000156471.10	9481
ENST00000543879.6	5606
ENST00000559090.5	3521
ENST00000559767.1	636
ENST00000356321.4	4063
ENST00000356321.4	4721
ENST00000356321.4	4727
ENST00000356321.4	4812
ENST00000356321.4	4832
ENST00000356321.4	4867
ENST00000356321.4	4879
ENST00000356321.4	5011
ENST00000559564.1	135
ENST00000356321.4	5043
ENST00000559564.1	167
ENST00000356321.4	5052
ENST00000559564.1	176
ENST00000356321.4	5126
ENST00000559564.1	250
ENST00000356321.4	5150
ENST00000559564.1	274
ENST00000356321.4	5181
ENST00000559564.1	305
ENST00000356321.4	5204
ENST00000559564.1	328
ENST00000356321.4	5288
ENST00000559564.1	412
ENST00000356321.4	5301
ENST00000559564.1	425
ENST00000299084.9	1136
ENST00000299084.9	1202
ENST00000299084.9	1207
ENST00000299084.9	1222
ENST00000299084.9	1248
ENST00000299084.9	1270
ENST00000299084.9	1420
ENST00000299084.9	1495
ENST00000397609.6	33
ENST00000491535.5	6
ENST00000397609.6	88
ENST00000491535.5	61
ENST00000260356.6	3826
ENST00000484734.1	1265
ENST00000559746.1	515
ENST00000260356.6	3872
ENST00000559746.1	561
ENST00000260356.6	3876
ENST00000260356.6	4042
ENST00000260356.6	4079
ENST00000260356.6	4097
ENST00000260356.6	4127
ENST00000260356.6	4202
ENST00000260356.6	4246
ENST00000260356.6	4271
ENST00000260356.6	4289
ENST00000260356.6	4330
ENST00000260356.6	4336
ENST00000260356.6	4348
ENST00000561100.2	2247
ENST00000299092.4	2890
ENST00000561100.2	2262
ENST00000299092.4	2905
ENST00000561100.2	2280
ENST00000299092.4	2923
ENST00000561100.2	2290
ENST00000299092.4	2933
ENST00000561100.2	2326
ENST00000299092.4	2969
ENST00000561100.2	2345
ENST00000299092.4	2988
ENST00000558616.1	123
ENST00000561100.2	2981
ENST00000299092.4	3624
ENST00000543580.7	824
ENST00000561100.2	3086
ENST00000299092.4	3729
ENST00000543580.7	929
ENST00000561100.2	3221
ENST00000299092.4	3864
ENST00000543580.7	1064
ENST00000561100.2	3295
ENST00000299092.4	3938
ENST00000543580.7	1138
ENST00000558041.5	211
ENST00000561100.2	3358
ENST00000299092.4	4001
ENST00000543580.7	1201
ENST00000558041.5	274
ENST00000561100.2	3385
ENST00000299092.4	4028
ENST00000543580.7	1228
ENST00000558041.5	301
ENST00000561100.2	3406
ENST00000299092.4	4049
ENST00000543580.7	1249
ENST00000558041.5	322
ENST00000561100.2	3421
ENST00000299092.4	4064
ENST00000543580.7	1264
ENST00000558041.5	337
ENST00000561100.2	3457
ENST00000299092.4	4100
ENST00000543580.7	1300
ENST00000558041.5	373
ENST00000561100.2	3517
ENST00000299092.4	4160
ENST00000543580.7	1360
ENST00000558041.5	433
ENST00000560729.1	640
ENST00000561100.2	3619
ENST00000299092.4	4262
ENST00000543580.7	1462
ENST00000558041.5	535
ENST00000560729.1	742
ENST00000561100.2	3674
ENST00000299092.4	4317
ENST00000543580.7	1517
ENST00000558041.5	590
ENST00000560729.1	797
ENST00000561100.2	3697
ENST00000299092.4	4340
ENST00000543580.7	1540
ENST00000558041.5	613
ENST00000560729.1	820
ENST00000561100.2	3754
ENST00000299092.4	4397
ENST00000543580.7	1597
ENST00000558041.5	670
ENST00000560729.1	877
ENST00000561100.2	3806
ENST00000299092.4	4449
ENST00000543580.7	1649
ENST00000558041.5	722
ENST00000560729.1	929
ENST00000561100.2	3863
ENST00000299092.4	4506
ENST00000543580.7	1706
ENST00000558041.5	779
ENST00000560729.1	986
ENST00000561100.2	3901
ENST00000299092.4	4544
ENST00000543580.7	1744
ENST00000558041.5	817
ENST00000560729.1	1024
ENST00000561100.2	185
ENST00000299092.4	185
ENST00000299092.4	500
ENST00000299092.4	996
ENST00000263791.10	1436
ENST00000559624.5	1405
ENST00000560855.5	771
ENST00000263791.10	1993
ENST00000560855.5	1328
ENST00000263791.10	2021
ENST00000560855.5	1356
ENST00000263791.10	2073
ENST00000560855.5	1408
ENST00000263791.10	2093
ENST00000560855.5	1428
ENST00000263791.10	2117
ENST00000560855.5	1452
ENST00000263791.10	2162
ENST00000560855.5	1497
ENST00000267884.11	201
ENST00000558527.5	184
ENST00000558720.5	214
ENST00000560773.5	103
ENST00000559439.5	389
ENST00000559475.5	112
ENST00000559081.1	173
ENST00000558243.1	109
ENST00000267884.11	205
ENST00000558527.5	188
ENST00000558720.5	218
ENST00000560773.5	107
ENST00000559439.5	393
ENST00000559475.5	116
ENST00000559081.1	177
ENST00000558243.1	113
ENST00000354670.9	2714
ENST00000397573.5	2567
ENST00000354670.9	3877
ENST00000397573.5	3730
ENST00000354670.9	4187
ENST00000397573.5	4040
ENST00000354670.9	4259
ENST00000397573.5	4112
ENST00000560120.5	179
ENST00000559414.5	159
ENST00000558715.5	135
ENST00000412359.7	135
ENST00000287598.11	133
ENST00000412359.7	1864
ENST00000287598.11	1820
ENST00000559733.5	780
ENST00000558972.1	473
ENST00000638170.2	854
ENST00000638170.2	1008
ENST00000638170.2	1047
ENST00000416151.6	1405
ENST00000560981.5	1086
ENST00000249776.13	1129
ENST00000448395.6	952
ENST00000560321.5	923
ENST00000608100.5	909
ENST00000561169.5	888
ENST00000416151.6	1432
ENST00000560981.5	1113
ENST00000249776.13	1156
ENST00000448395.6	979
ENST00000608100.5	936
ENST00000561169.5	915
ENST00000416151.6	1454
ENST00000560981.5	1135
ENST00000249776.13	1178
ENST00000448395.6	1001
ENST00000608100.5	958
ENST00000561169.5	937
ENST00000416151.6	1470
ENST00000560981.5	1151
ENST00000249776.13	1194
ENST00000448395.6	1017
ENST00000608100.5	974
ENST00000561169.5	953
ENST00000416151.6	1478
ENST00000560981.5	1159
ENST00000249776.13	1202
ENST00000448395.6	1025
ENST00000608100.5	982
ENST00000561169.5	961
ENST00000416151.6	1628
ENST00000560981.5	1309
ENST00000249776.13	1352
ENST00000448395.6	1175
ENST00000608100.5	1132
ENST00000561169.5	1111
ENST00000416151.6	1655
ENST00000560981.5	1336
ENST00000249776.13	1379
ENST00000448395.6	1202
ENST00000608100.5	1159
ENST00000561169.5	1138
ENST00000416151.6	1660
ENST00000560981.5	1341
ENST00000249776.13	1384
ENST00000448395.6	1207
ENST00000608100.5	1164
ENST00000561169.5	1143
ENST00000650656.1	1515
ENST00000651168.1	1605
ENST00000479013.7	1205
ENST00000487418.8	1295
ENST00000497816.1	639
ENST00000650656.1	1533
ENST00000651168.1	1623
ENST00000479013.7	1223
ENST00000487418.8	1313
ENST00000497816.1	657
ENST00000650656.1	1747
ENST00000651168.1	1837
ENST00000479013.7	1437
ENST00000487418.8	1527
ENST00000497816.1	871
ENST00000650656.1	1783
ENST00000651168.1	1873
ENST00000479013.7	1473
ENST00000487418.8	1563
ENST00000497816.1	907
ENST00000650656.1	1796
ENST00000651168.1	1886
ENST00000479013.7	1486
ENST00000487418.8	1576
ENST00000497816.1	920
ENST00000650656.1	1817
ENST00000651168.1	1907
ENST00000479013.7	1507
ENST00000487418.8	1597
ENST00000497816.1	941
ENST00000650656.1	3389
ENST00000651168.1	3479
ENST00000479013.7	3079
ENST00000487418.8	3169
ENST00000650656.1	3430
ENST00000651168.1	3520
ENST00000479013.7	3120
ENST00000487418.8	3210
ENST00000650656.1	3458
ENST00000651168.1	3548
ENST00000479013.7	3148
ENST00000487418.8	3238
ENST00000650656.1	3535
ENST00000651168.1	3625
ENST00000479013.7	3225
ENST00000487418.8	3315
ENST00000650656.1	3549
ENST00000651168.1	3639
ENST00000479013.7	3239
ENST00000487418.8	3329
ENST00000650656.1	3601
ENST00000651168.1	3691
ENST00000479013.7	3291
ENST00000487418.8	3381
ENST00000561234.5	852
ENST00000416165.6	923
ENST00000560846.1	593
ENST00000561234.5	868
ENST00000416165.6	939
ENST00000560846.1	609
ENST00000561234.5	901
ENST00000416165.6	972
ENST00000560846.1	642
ENST00000561234.5	1026
ENST00000416165.6	1097
ENST00000560846.1	767
ENST00000561234.5	1102
ENST00000416165.6	1173
ENST00000560846.1	843
ENST00000561234.5	1282
ENST00000416165.6	1353
ENST00000560846.1	1023
ENST00000561234.5	2526
ENST00000416165.6	2600
ENST00000560846.1	2261
ENST00000561234.5	2562
ENST00000416165.6	2636
ENST00000560846.1	2297
ENST00000306243.7	559
ENST00000559991.1	457
ENST00000306243.7	564
ENST00000559991.1	462
ENST00000306243.7	584
ENST00000559991.1	482
ENST00000306243.7	604
ENST00000559991.1	502
ENST00000788112.1	41
ENST00000306243.7	712
ENST00000788112.1	107
ENST00000306243.7	778
ENST00000559991.1	601
ENST00000788112.1	119
ENST00000306243.7	790
ENST00000559991.1	613
ENST00000306243.7	1042
ENST00000559991.1	865
ENST00000306243.7	1111
ENST00000559991.1	934
ENST00000306243.7	1303
ENST00000559991.1	1126
ENST00000306243.7	1361
ENST00000559991.1	1184
ENST00000306243.7	1440
ENST00000559991.1	1263
ENST00000306243.7	1530
ENST00000559991.1	1353
ENST00000306243.7	1556
ENST00000559991.1	1379
ENST00000306243.7	1634
ENST00000559991.1	1457
ENST00000306243.7	1751
ENST00000559991.1	1574
ENST00000306243.7	1797
ENST00000559991.1	1620
ENST00000306243.7	1827
ENST00000559991.1	1650
ENST00000315616.12	50
ENST00000559271.1	17
ENST00000315616.12	78
ENST00000559271.1	45
ENST00000315616.12	118
ENST00000559271.1	85
ENST00000315616.12	151
ENST00000559271.1	118
ENST00000616318.1	13
ENST00000315616.12	172
ENST00000559271.1	139
ENST00000616318.1	34
ENST00000315616.12	1258
ENST00000559271.1	1042
ENST00000315616.12	1280
ENST00000559271.1	1064
ENST00000315616.12	1353
ENST00000559271.1	1137
ENST00000315616.12	1361
ENST00000559271.1	1145
ENST00000315616.12	1466
ENST00000559271.1	1250
ENST00000315616.12	1501
ENST00000559271.1	1285
ENST00000315616.12	1522
ENST00000559271.1	1306
ENST00000315616.12	1577
ENST00000559271.1	1361
ENST00000315616.12	1661
ENST00000559271.1	1445
ENST00000315616.12	1673
ENST00000559271.1	1457
ENST00000315616.12	1715
ENST00000559271.1	1499
ENST00000315616.12	1743
ENST00000559271.1	1527
ENST00000344051.8	425
ENST00000562057.6	395
ENST00000568823.5	376
ENST00000563656.5	358
ENST00000568580.5	71
ENST00000344051.8	491
ENST00000562057.6	461
ENST00000568823.5	442
ENST00000563656.5	424
ENST00000568580.5	137
ENST00000344051.8	521
ENST00000562057.6	491
ENST00000568823.5	472
ENST00000563656.5	454
ENST00000568580.5	167
ENST00000344051.8	845
ENST00000562057.6	815
ENST00000563656.5	778
ENST00000568580.5	491
ENST00000566928.5	64
ENST00000344051.8	861
ENST00000562057.6	831
ENST00000563656.5	794
ENST00000568580.5	507
ENST00000566928.5	80
ENST00000564375.5	3
ENST00000344051.8	870
ENST00000562057.6	840
ENST00000563656.5	803
ENST00000568580.5	516
ENST00000566928.5	89
ENST00000564375.5	12
ENST00000344051.8	1703
ENST00000562057.6	1625
ENST00000568580.5	1322
ENST00000564375.5	770
ENST00000569589.1	496
ENST00000563135.5	668
ENST00000568200.1	395
ENST00000344051.8	1715
ENST00000562057.6	1637
ENST00000568580.5	1334
ENST00000564375.5	782
ENST00000569589.1	508
ENST00000563135.5	680
ENST00000568200.1	407
ENST00000344051.8	1725
ENST00000562057.6	1647
ENST00000568580.5	1344
ENST00000564375.5	792
ENST00000569589.1	518
ENST00000563135.5	690
ENST00000568200.1	417
ENST00000344051.8	1781
ENST00000562057.6	1703
ENST00000568580.5	1400
ENST00000564375.5	848
ENST00000569589.1	574
ENST00000563135.5	746
ENST00000344051.8	1802
ENST00000562057.6	1724
ENST00000564375.5	869
ENST00000569589.1	595
ENST00000563135.5	767
ENST00000344051.8	1895
ENST00000562057.6	1817
ENST00000563135.5	860
ENST00000344051.8	1903
ENST00000562057.6	1825
ENST00000563135.5	868
ENST00000344051.8	1908
ENST00000562057.6	1830
ENST00000563135.5	873
ENST00000344051.8	1945
ENST00000562057.6	1867
ENST00000563135.5	910
ENST00000344051.8	2026
ENST00000562057.6	1948
ENST00000344051.8	2048
ENST00000562057.6	1970
ENST00000344051.8	2057
ENST00000562057.6	1979
ENST00000344051.8	2162
ENST00000562057.6	2084
ENST00000344051.8	2232
ENST00000562057.6	2154
ENST00000220509.10	693
ENST00000558855.5	845
ENST00000220509.10	703
ENST00000558855.5	855
ENST00000220509.10	762
ENST00000558855.5	914
ENST00000220509.10	809
ENST00000558855.5	961
ENST00000220509.10	1077
ENST00000220509.10	1212
ENST00000220509.10	1227
ENST00000220509.10	1434
ENST00000220509.10	1530
ENST00000220509.10	1536
ENST00000220509.10	1974
ENST00000220509.10	1981
ENST00000220509.10	2013
ENST00000220509.10	2091
ENST00000220509.10	2294
ENST00000220509.10	2826
ENST00000220509.10	2871
ENST00000220509.10	2949
ENST00000220509.10	3109
ENST00000220509.10	3123
ENST00000220509.10	3291
ENST00000220509.10	3352
ENST00000444189.7	1038
ENST00000617768.5	664
ENST00000487220.1	342
ENST00000444189.7	1190
ENST00000617768.5	816
ENST00000487220.1	494
ENST00000617768.5	850
ENST00000487220.1	528
ENST00000617768.5	854
ENST00000487220.1	532
ENST00000617768.5	954
ENST00000487220.1	632
ENST00000617768.5	960
ENST00000487220.1	638
ENST00000617768.5	974
ENST00000487220.1	652
ENST00000617768.5	1028
ENST00000487220.1	706
ENST00000617768.5	1065
ENST00000487220.1	743
ENST00000617768.5	1070
ENST00000487220.1	748
ENST00000617768.5	1097
ENST00000487220.1	775
ENST00000617768.5	1260
ENST00000617768.5	1326
ENST00000558351.5	759
ENST00000560411.5	797
ENST00000392151.6	709
ENST00000334660.10	742
ENST00000558351.5	765
ENST00000560411.5	803
ENST00000392151.6	715
ENST00000334660.10	748
ENST00000500949.7	144
ENST00000707007.1	141
ENST00000558457.6	137
ENST00000707002.1	137
ENST00000557993.6	136
ENST00000501665.3	135
ENST00000707025.1	130
ENST00000707056.1	130
ENST00000707014.1	120
ENST00000561275.6	114
ENST00000707005.1	114
ENST00000561226.6	112
ENST00000707026.1	112
ENST00000707034.1	112
ENST00000707009.1	112
ENST00000707004.1	112
ENST00000707017.1	112
ENST00000707035.1	112
ENST00000707015.1	112
ENST00000560706.6	112
ENST00000707010.1	112
ENST00000558945.6	112
ENST00000707013.1	112
ENST00000707036.1	112
ENST00000707028.1	112
ENST00000707003.1	112
ENST00000707037.1	106
ENST00000707011.1	106
ENST00000707038.1	105
ENST00000707046.1	105
ENST00000707047.1	105
ENST00000707039.1	97
ENST00000707057.1	97
ENST00000707058.1	97
ENST00000707027.1	97
ENST00000707048.1	97
ENST00000559368.6	96
ENST00000707049.1	96
ENST00000707040.1	96
ENST00000560545.2	95
ENST00000707041.1	95
ENST00000706990.1	95
ENST00000707016.1	95
ENST00000707029.1	95
ENST00000707042.1	95
ENST00000707030.1	95
ENST00000707006.1	95
ENST00000707018.1	95
ENST00000707019.1	95
ENST00000707020.1	95
ENST00000707021.1	95
ENST00000707031.1	95
ENST00000707012.1	95
ENST00000707043.1	95
ENST00000707022.1	95
ENST00000707050.1	94
ENST00000707044.1	94
ENST00000706991.1	94
ENST00000707051.1	94
ENST00000707052.1	94
ENST00000707032.1	93
ENST00000707008.1	93
ENST00000707045.1	93
ENST00000707053.1	91
ENST00000707054.1	91
ENST00000707059.1	82
ENST00000706992.1	79
ENST00000707023.1	74
ENST00000707024.1	20
ENST00000668616.1	95
ENST00000649527.1	89
ENST00000500949.7	635
ENST00000707007.1	725
ENST00000707002.1	811
ENST00000707025.1	555
ENST00000561275.6	1731
ENST00000707005.1	862
ENST00000707034.1	749
ENST00000707009.1	725
ENST00000707017.1	699
ENST00000560706.6	715
ENST00000707010.1	982
ENST00000558945.6	781
ENST00000707013.1	603
ENST00000707003.1	603
ENST00000707038.1	1833
ENST00000707057.1	609
ENST00000707058.1	641
ENST00000707027.1	899
ENST00000707049.1	657
ENST00000707040.1	806
ENST00000707029.1	818
ENST00000707042.1	896
ENST00000707030.1	599
ENST00000707020.1	586
ENST00000707044.1	1007
ENST00000707008.1	584
ENST00000707053.1	605
ENST00000707055.1	1345
ENST00000706993.1	456
ENST00000500949.7	673
ENST00000707007.1	763
ENST00000707002.1	849
ENST00000707025.1	593
ENST00000561275.6	1769
ENST00000707005.1	900
ENST00000707009.1	763
ENST00000707017.1	737
ENST00000560706.6	753
ENST00000707010.1	1020
ENST00000558945.6	819
ENST00000707013.1	641
ENST00000707003.1	641
ENST00000707038.1	1871
ENST00000707057.1	647
ENST00000707058.1	679
ENST00000707027.1	937
ENST00000707049.1	695
ENST00000707040.1	844
ENST00000707029.1	856
ENST00000707042.1	934
ENST00000707030.1	637
ENST00000707020.1	624
ENST00000707044.1	1045
ENST00000707008.1	622
ENST00000707053.1	643
ENST00000707055.1	1383
ENST00000821975.1	1
ENST00000500949.7	725
ENST00000707007.1	815
ENST00000707002.1	901
ENST00000707025.1	645
ENST00000561275.6	1821
ENST00000707005.1	952
ENST00000707009.1	815
ENST00000707017.1	789
ENST00000560706.6	805
ENST00000707010.1	1072
ENST00000558945.6	871
ENST00000707038.1	1923
ENST00000707057.1	699
ENST00000707058.1	731
ENST00000707027.1	989
ENST00000707049.1	747
ENST00000707040.1	896
ENST00000707029.1	908
ENST00000707042.1	986
ENST00000707030.1	689
ENST00000707044.1	1097
ENST00000707008.1	674
ENST00000707053.1	695
ENST00000707055.1	1435
ENST00000821975.1	53
ENST00000500949.7	750
ENST00000707007.1	840
ENST00000707002.1	926
ENST00000707025.1	670
ENST00000561275.6	1846
ENST00000707005.1	977
ENST00000707009.1	840
ENST00000707017.1	814
ENST00000560706.6	830
ENST00000707010.1	1097
ENST00000558945.6	896
ENST00000707038.1	1948
ENST00000707057.1	724
ENST00000707058.1	756
ENST00000707027.1	1014
ENST00000707049.1	772
ENST00000707040.1	921
ENST00000707029.1	933
ENST00000707042.1	1011
ENST00000707030.1	714
ENST00000707044.1	1122
ENST00000707008.1	699
ENST00000707053.1	720
ENST00000707055.1	1460
ENST00000821975.1	78
ENST00000500949.7	812
ENST00000707007.1	902
ENST00000707002.1	988
ENST00000707025.1	732
ENST00000561275.6	1908
ENST00000707005.1	1039
ENST00000707009.1	902
ENST00000707017.1	876
ENST00000560706.6	892
ENST00000707010.1	1159
ENST00000558945.6	958
ENST00000707038.1	2010
ENST00000707057.1	786
ENST00000707058.1	818
ENST00000707027.1	1076
ENST00000707049.1	834
ENST00000707040.1	983
ENST00000707029.1	995
ENST00000707042.1	1073
ENST00000707030.1	776
ENST00000707044.1	1184
ENST00000707008.1	761
ENST00000707053.1	782
ENST00000707055.1	1522
ENST00000821975.1	140
ENST00000500949.7	1843
ENST00000707007.1	1933
ENST00000707002.1	2019
ENST00000707025.1	1763
ENST00000707056.1	1092
ENST00000561275.6	2939
ENST00000707005.1	2070
ENST00000707004.1	820
ENST00000707017.1	1907
ENST00000707035.1	711
ENST00000707015.1	990
ENST00000560706.6	1923
ENST00000707010.1	2190
ENST00000558945.6	1989
ENST00000707011.1	818
ENST00000707038.1	3041
ENST00000707027.1	2107
ENST00000707040.1	2014
ENST00000707030.1	1807
ENST00000707006.1	685
ENST00000707018.1	667
ENST00000707044.1	2215
ENST00000707032.1	1104
ENST00000707055.1	2553
ENST00000707061.1	1242
ENST00000668616.1	1645
ENST00000649527.1	1459
ENST00000661438.1	2120
ENST00000668273.1	2225
ENST00000558123.5	1275
ENST00000260359.10	1447
ENST00000450592.6	1126
ENST00000414849.6	1312
ENST00000559596.6	1305
ENST00000560747.5	1294
ENST00000560177.5	1270
ENST00000560978.2	276
ENST00000676906.1	240
ENST00000260361.9	556
ENST00000676533.1	289
ENST00000679094.1	552
ENST00000678745.1	552
ENST00000559127.5	519
ENST00000678029.1	386
ENST00000558719.2	552
ENST00000679240.1	520
ENST00000677477.1	1348
ENST00000389629.9	394
ENST00000462276.1	455
ENST00000389629.9	418
ENST00000462276.1	479
ENST00000389629.9	619
ENST00000389629.9	2178
ENST00000389629.9	2257
ENST00000389629.9	2268
ENST00000389629.9	2275
ENST00000389629.9	2298
ENST00000389629.9	2314
ENST00000389629.9	2571
ENST00000389629.9	2585
ENST00000389629.9	4212
ENST00000389629.9	4219
ENST00000389629.9	4230
ENST00000389629.9	4258
ENST00000389629.9	4277
ENST00000389629.9	4283
ENST00000565167.1	278
ENST00000304330.9	3377
ENST00000562303.5	4160
ENST00000565167.1	289
ENST00000304330.9	3388
ENST00000562303.5	4171
ENST00000559066.5	3211
ENST00000263798.8	2583
ENST00000568490.1	806
ENST00000559066.5	3491
ENST00000263798.8	2863
ENST00000568490.1	1086
ENST00000263798.8	3520
ENST00000568490.1	1743
ENST00000263798.8	3524
ENST00000568490.1	1747
ENST00000263798.8	3565
ENST00000568490.1	1788
ENST00000566718.6	954
ENST00000570161.6	887
ENST00000563576.6	845
ENST00000703840.1	906
ENST00000566586.6	918
ENST00000219905.13	910
ENST00000703841.1	910
ENST00000682463.1	848
ENST00000566718.6	1408
ENST00000545763.6	220
ENST00000570161.6	1341
ENST00000703840.1	1360
ENST00000566586.6	1372
ENST00000219905.13	1364
