contig	position	read_name	-3_event_level_mean	-3_event_stdv	-3_event_length	-3_standardized_level	-3_event_level_median	-3_event_stdv_median	-3_event_length_median	-3_diff_stdv	-2_event_level_mean	-2_event_stdv	-2_event_length	-2_standardized_level	-2_event_level_median	-2_event_stdv_median	-2_event_length_median	-2_diff_stdv	-1_event_level_mean	-1_event_stdv	-1_event_length	-1_standardized_level	-1_event_level_median	-1_event_stdv_median	-1_event_length_median	-1_diff_stdv	0_event_level_mean	0_event_stdv	0_event_length	0_standardized_level	0_event_level_median	0_event_stdv_median	0_event_length_median	0_diff_stdv	+1_event_level_mean	+1_event_stdv	+1_event_length	+1_standardized_level	+1_event_level_median	+1_event_stdv_median	+1_event_length_median	+1_diff_stdv	+2_event_level_mean	+2_event_stdv	+2_event_length	+2_standardized_level	+2_event_level_median	+2_event_stdv_median	+2_event_length_median	+2_diff_stdv	+3_event_level_mean	+3_event_stdv	+3_event_length	+3_standardized_level	+3_event_level_median	+3_event_stdv_median	+3_event_length_median	+3_diff_stdv
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2355	2b26a6db-42ba-4f4a-808e-ad7cb6bcb427	95.1	13.009	0.00432	2.67	95.1	13.009	0.00432	3.5645614	101.66	14.141	0.00365	0.38	101.66	14.141	0.00365	2.7410052	84.18	13.616	0.00498	-0.86	84.18	13.616	0.00498	0.40515995	82.005	2.675	0.004645	-1.215	82.005	2.675	0.004645	-0.14536741	99.64	3.309	0.00365	-0.71	99.64	3.309	0.00365	-0.14274612	95.195	2.592	0.002325	0.55	95.195	2.592	0.002325	-0.4907662	123.77	2.15	0.00764	0.19	123.77	2.15	0.00764	-0.46650124
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1908	2c6ef976-b34d-482c-9de2-be44786bea20	97.16	1.883	0.00398	0.65	97.16	1.883	0.00398	-0.63005894	105.79	2.557	0.00332	-1.61	105.79	2.557	0.00332	-0.15331125	115.75	4.5923333	0.006306667	-0.37	118.82	2.247	0.00564	0.293615	82.7675	1.84175	0.00664	-0.755	82.7675	1.84175	0.00664	-0.35377192	109.7175	2.416	0.0074725	0.2675	109.7175	2.416	0.0074725	-0.39448622	115.62	2.519	0.00365	-1.12	115.62	2.519	0.00365	-0.20536278	110.31	6.999	0.00232	-1.25	110.31	6.999	0.00232	0.23005272
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1909	2c6ef976-b34d-482c-9de2-be44786bea20	105.79	2.557	0.00332	-1.61	105.79	2.557	0.00332	-0.15331125	115.75	4.5923333	0.006306667	-0.37	118.82	2.247	0.00564	0.293615	82.7675	1.84175	0.00664	-0.755	82.7675	1.84175	0.00664	-0.35377192	109.7175	2.416	0.0074725	0.2675	109.7175	2.416	0.0074725	-0.39448622	115.62	2.519	0.00365	-1.12	115.62	2.519	0.00365	-0.20536278	110.31	6.999	0.00232	-1.25	110.31	6.999	0.00232	0.23005272	128.9	3.293	0.01062	-0.17	128.9	3.293	0.01062	-0.43901193
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1910	2c6ef976-b34d-482c-9de2-be44786bea20	115.75	4.5923333	0.006306667	-0.37	118.82	2.247	0.00564	0.293615	82.7675	1.84175	0.00664	-0.755	82.7675	1.84175	0.00664	-0.35377192	109.7175	2.416	0.0074725	0.2675	109.7175	2.416	0.0074725	-0.39448622	115.62	2.519	0.00365	-1.12	115.62	2.519	0.00365	-0.20536278	110.31	6.999	0.00232	-1.25	110.31	6.999	0.00232	0.23005272	128.9	3.293	0.01062	-0.17	128.9	3.293	0.01062	-0.43901193	131.1	3.54	0.01959	-0.45	131.1	3.54	0.01959	-0.30588236
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1911	2c6ef976-b34d-482c-9de2-be44786bea20	82.7675	1.84175	0.00664	-0.755	82.7675	1.84175	0.00664	-0.35377192	109.7175	2.416	0.0074725	0.2675	109.7175	2.416	0.0074725	-0.39448622	115.62	2.519	0.00365	-1.12	115.62	2.519	0.00365	-0.20536278	110.31	6.999	0.00232	-1.25	110.31	6.999	0.00232	0.23005272	128.9	3.293	0.01062	-0.17	128.9	3.293	0.01062	-0.43901193	131.1	3.54	0.01959	-0.45	131.1	3.54	0.01959	-0.30588236	104.59	15.086	0.00199	1.52	104.59	15.086	0.00199	1.6466666
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1912	2c6ef976-b34d-482c-9de2-be44786bea20	109.7175	2.416	0.0074725	0.2675	109.7175	2.416	0.0074725	-0.39448622	115.62	2.519	0.00365	-1.12	115.62	2.519	0.00365	-0.20536278	110.31	6.999	0.00232	-1.25	110.31	6.999	0.00232	0.23005272	128.9	3.293	0.01062	-0.17	128.9	3.293	0.01062	-0.43901193	131.1	3.54	0.01959	-0.45	131.1	3.54	0.01959	-0.30588236	104.59	15.086	0.00199	1.52	104.59	15.086	0.00199	1.6466666	75.335	1.5935	0.002325	-0.48	75.335	1.5935	0.002325	-0.3071739
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1913	2c6ef976-b34d-482c-9de2-be44786bea20	115.62	2.519	0.00365	-1.12	115.62	2.519	0.00365	-0.20536278	110.31	6.999	0.00232	-1.25	110.31	6.999	0.00232	0.23005272	128.9	3.293	0.01062	-0.17	128.9	3.293	0.01062	-0.43901193	131.1	3.54	0.01959	-0.45	131.1	3.54	0.01959	-0.30588236	104.59	15.086	0.00199	1.52	104.59	15.086	0.00199	1.6466666	75.335	1.5935	0.002325	-0.48	75.335	1.5935	0.002325	-0.3071739	99.5	4.253	0.01195	0.97	99.5	4.253	0.01195	-0.16444008
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1958	2c6ef976-b34d-482c-9de2-be44786bea20	135.65	4.3235	0.0088	0.24	135.65	4.3235	0.0088	-0.15225491	88.79	4.834	0.01195	-0.63	88.79	4.834	0.01195	-0.15192983	77.95	1.921	0.00232	-0.31	77.95	1.921	0.00232	-0.16478261	90.58	1.2675	0.003815	0.765	90.58	1.2675	0.003815	-0.580298	101.98	2.876	0.00299	-0.65	101.98	2.876	0.00299	0.073134325	95.27	2.05	0.00266	-1.29	95.27	2.05	0.00266	-0.4057971	77.35	3.624	0.0171	-0.605	77.35	3.624	0.0171	0.13962264
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1959	2c6ef976-b34d-482c-9de2-be44786bea20	88.79	4.834	0.01195	-0.63	88.79	4.834	0.01195	-0.15192983	77.95	1.921	0.00232	-0.31	77.95	1.921	0.00232	-0.16478261	90.58	1.2675	0.003815	0.765	90.58	1.2675	0.003815	-0.580298	101.98	2.876	0.00299	-0.65	101.98	2.876	0.00299	0.073134325	95.27	2.05	0.00266	-1.29	95.27	2.05	0.00266	-0.4057971	77.35	3.624	0.0171	-0.605	77.35	3.624	0.0171	0.13962264	85.11	2.919	0.00332	-0.12	85.11	2.919	0.00332	-0.26842105
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1975	2c6ef976-b34d-482c-9de2-be44786bea20	91.625	3.136	0.01145	-0.475	91.625	3.136	0.01145	-0.2140351	110.46	3.138	0.01693	0.27	110.46	3.138	0.01693	-0.40903956	113.4	5.411	0.00299	0.46	113.4	5.411	0.00299	0.52422535	96.4	6.774	0.01029	1.755	96.4	6.774	0.01029	1.3768421	102.965	5.1655	0.00415	-0.725	102.965	5.1655	0.00415	0.15044543	111.315	7.791	0.00232	-0.93	111.315	7.791	0.00232	0.62651354	79.53	4.038	0.007135	-0.355	79.53	4.038	0.007135	0.26981133
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1996	2c6ef976-b34d-482c-9de2-be44786bea20	80.13	3.55125	0.008965	-0.20875	80.435	2.98425	0.0084675	0.116745286	94.305	6.85325	0.0049	1.545	94.305	6.85325	0.0049	0.34641454	100.71	8.8245	0.005975	0.23	100.71	8.8245	0.005975	0.12557398	120.485	4.4035	0.00315	0.74	120.485	4.4035	0.00315	0.3891167	114.885	9.17925	0.0050625	-0.125	114.885	9.17925	0.0050625	0.65094423	97.746666	7.380833	0.00531	-0.51666665	99.665	7.641	0.00531	0.8179392	106.8325	3.27925	0.004815	-0.135	106.85	3.395	0.00382	0.08584437
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1997	2c6ef976-b34d-482c-9de2-be44786bea20	94.305	6.85325	0.0049	1.545	94.305	6.85325	0.0049	0.34641454	100.71	8.8245	0.005975	0.23	100.71	8.8245	0.005975	0.12557398	120.485	4.4035	0.00315	0.74	120.485	4.4035	0.00315	0.3891167	114.885	9.17925	0.0050625	-0.125	114.885	9.17925	0.0050625	0.65094423	97.746666	7.380833	0.00531	-0.51666665	99.665	7.641	0.00531	0.8179392	106.8325	3.27925	0.004815	-0.135	106.85	3.395	0.00382	0.08584437	110.8525	6.61825	0.0041475	-0.875	110.8525	6.61825	0.0041475	0.71457255
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1998	2c6ef976-b34d-482c-9de2-be44786bea20	100.71	8.8245	0.005975	0.23	100.71	8.8245	0.005975	0.12557398	120.485	4.4035	0.00315	0.74	120.485	4.4035	0.00315	0.3891167	114.885	9.17925	0.0050625	-0.125	114.885	9.17925	0.0050625	0.65094423	97.746666	7.380833	0.00531	-0.51666665	99.665	7.641	0.00531	0.8179392	106.8325	3.27925	0.004815	-0.135	106.85	3.395	0.00382	0.08584437	110.8525	6.61825	0.0041475	-0.875	110.8525	6.61825	0.0041475	0.71457255	92.545	2.5495	0.00382	1.605	92.545	2.5495	0.00382	-0.1557947
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1999	2c6ef976-b34d-482c-9de2-be44786bea20	120.485	4.4035	0.00315	0.74	120.485	4.4035	0.00315	0.3891167	114.885	9.17925	0.0050625	-0.125	114.885	9.17925	0.0050625	0.65094423	97.746666	7.380833	0.00531	-0.51666665	99.665	7.641	0.00531	0.8179392	106.8325	3.27925	0.004815	-0.135	106.85	3.395	0.00382	0.08584437	110.8525	6.61825	0.0041475	-0.875	110.8525	6.61825	0.0041475	0.71457255	92.545	2.5495	0.00382	1.605	92.545	2.5495	0.00382	-0.1557947	111.77	1.539	0.0083	0.72	111.77	1.539	0.0083	-0.5051447
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2024	2c6ef976-b34d-482c-9de2-be44786bea20	71.4	3.334	0.00896	0.22	71.4	3.334	0.00896	0.4187234	92.06	2.693	0.00531	-0.54	92.06	2.693	0.00531	-0.05508772	112.23	3.697	0.01295	0.74	112.23	3.697	0.01295	-0.1766147	118.67	6.447	0.00432	0.0	118.67	6.447	0.00432	0.15953237	104.57	9.273	0.00764	2.04	104.57	9.273	0.00764	1.687826	87.81	2.535	0.00697	0.31	87.81	2.535	0.00697	-0.2028302	97.71	3.495	0.00531	1.52	97.71	3.495	0.00531	-0.31335953
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2147	2c6ef976-b34d-482c-9de2-be44786bea20	90.34	2.604	0.00531	0.125	90.34	2.604	0.00531	-0.48840865	108.17	1.465	0.00232	-0.02	108.17	1.465	0.00232	-0.5149007	113.9	3.625	0.00797	-0.26	113.9	3.625	0.00797	-0.06088083	86.07	1.482	0.0093	0.92	86.07	1.482	0.0093	-0.5092715	97.65	2.1035	0.0083	0.345	97.65	2.1035	0.0083	-0.39028984	93.12	1.552	0.00365	0.21	93.12	1.552	0.00365	-0.43150184	73.845	1.7735	0.00946	-1.92	73.845	1.7735	0.00946	-0.3777193
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2148	2c6ef976-b34d-482c-9de2-be44786bea20	108.17	1.465	0.00232	-0.02	108.17	1.465	0.00232	-0.5149007	113.9	3.625	0.00797	-0.26	113.9	3.625	0.00797	-0.06088083	86.07	1.482	0.0093	0.92	86.07	1.482	0.0093	-0.5092715	97.65	2.1035	0.0083	0.345	97.65	2.1035	0.0083	-0.39028984	93.12	1.552	0.00365	0.21	93.12	1.552	0.00365	-0.43150184	73.845	1.7735	0.00946	-1.92	73.845	1.7735	0.00946	-0.3777193	81.735	1.6161667	0.005755	-0.22333333	81.63	1.6385	0.00581	-0.29731885
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2149	2c6ef976-b34d-482c-9de2-be44786bea20	113.9	3.625	0.00797	-0.26	113.9	3.625	0.00797	-0.06088083	86.07	1.482	0.0093	0.92	86.07	1.482	0.0093	-0.5092715	97.65	2.1035	0.0083	0.345	97.65	2.1035	0.0083	-0.39028984	93.12	1.552	0.00365	0.21	93.12	1.552	0.00365	-0.43150184	73.845	1.7735	0.00946	-1.92	73.845	1.7735	0.00946	-0.3777193	81.735	1.6161667	0.005755	-0.22333333	81.63	1.6385	0.00581	-0.29731885	104.53	5.036	0.00398	0.39	104.53	5.036	0.00398	0.01124498
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2150	2c6ef976-b34d-482c-9de2-be44786bea20	86.07	1.482	0.0093	0.92	86.07	1.482	0.0093	-0.5092715	97.65	2.1035	0.0083	0.345	97.65	2.1035	0.0083	-0.39028984	93.12	1.552	0.00365	0.21	93.12	1.552	0.00365	-0.43150184	73.845	1.7735	0.00946	-1.92	73.845	1.7735	0.00946	-0.3777193	81.735	1.6161667	0.005755	-0.22333333	81.63	1.6385	0.00581	-0.29731885	104.53	5.036	0.00398	0.39	104.53	5.036	0.00398	0.01124498	124.2825	3.15	0.0116475	0.3325	124.0975	3.3485	0.0123675	-0.0063091484
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2151	2c6ef976-b34d-482c-9de2-be44786bea20	97.65	2.1035	0.0083	0.345	97.65	2.1035	0.0083	-0.39028984	93.12	1.552	0.00365	0.21	93.12	1.552	0.00365	-0.43150184	73.845	1.7735	0.00946	-1.92	73.845	1.7735	0.00946	-0.3777193	81.735	1.6161667	0.005755	-0.22333333	81.63	1.6385	0.00581	-0.29731885	104.53	5.036	0.00398	0.39	104.53	5.036	0.00398	0.01124498	124.2825	3.15	0.0116475	0.3325	124.0975	3.3485	0.0123675	-0.0063091484	113.36	7.69575	0.0052275	-0.145	113.36	7.69575	0.0052275	0.3525044
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2190	2c6ef976-b34d-482c-9de2-be44786bea20	103.6975	2.894625	0.006015	-0.33125	103.43	3.04075	0.005725	-0.12017477	63.68	1.135	0.00365	-0.44	63.68	1.135	0.00365	-0.45169082	64.865	0.952	0.01096	0.1	64.865	0.952	0.01096	-0.54009664	75.6425	1.4085	0.0031525	1.325	75.6425	1.4085	0.0031525	-0.4006383	89.395	1.8865	0.0085475	0.315	89.395	1.8865	0.0085475	-0.33807018	104.19	1.881	0.00232	0.49	104.19	1.881	0.00232	-0.5285714	107.17	1.947	0.00432	-0.85	107.17	1.947	0.00432	-0.5192593
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2191	2c6ef976-b34d-482c-9de2-be44786bea20	63.68	1.135	0.00365	-0.44	63.68	1.135	0.00365	-0.45169082	64.865	0.952	0.01096	0.1	64.865	0.952	0.01096	-0.54009664	75.6425	1.4085	0.0031525	1.325	75.6425	1.4085	0.0031525	-0.4006383	89.395	1.8865	0.0085475	0.315	89.395	1.8865	0.0085475	-0.33807018	104.19	1.881	0.00232	0.49	104.19	1.881	0.00232	-0.5285714	107.17	1.947	0.00432	-0.85	107.17	1.947	0.00432	-0.5192593	117.22	4.101	0.0083	0.46	117.22	4.101	0.0083	0.012592592
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2192	2c6ef976-b34d-482c-9de2-be44786bea20	64.865	0.952	0.01096	0.1	64.865	0.952	0.01096	-0.54009664	75.6425	1.4085	0.0031525	1.325	75.6425	1.4085	0.0031525	-0.4006383	89.395	1.8865	0.0085475	0.315	89.395	1.8865	0.0085475	-0.33807018	104.19	1.881	0.00232	0.49	104.19	1.881	0.00232	-0.5285714	107.17	1.947	0.00432	-0.85	107.17	1.947	0.00432	-0.5192593	117.22	4.101	0.0083	0.46	117.22	4.101	0.0083	0.012592592	123.575	3.208	0.00548	0.805	123.575	3.208	0.00548	0.011987382
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2193	2c6ef976-b34d-482c-9de2-be44786bea20	75.6425	1.4085	0.0031525	1.325	75.6425	1.4085	0.0031525	-0.4006383	89.395	1.8865	0.0085475	0.315	89.395	1.8865	0.0085475	-0.33807018	104.19	1.881	0.00232	0.49	104.19	1.881	0.00232	-0.5285714	107.17	1.947	0.00432	-0.85	107.17	1.947	0.00432	-0.5192593	117.22	4.101	0.0083	0.46	117.22	4.101	0.0083	0.012592592	123.575	3.208	0.00548	0.805	123.575	3.208	0.00548	0.011987382	133.98	1.272	0.00365	1.75	133.98	1.272	0.00365	-0.7764499
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2290	2c6ef976-b34d-482c-9de2-be44786bea20	116.72	7.609	0.00697	0.66	116.72	7.609	0.00697	1.0129629	95.010666	2.8397334	0.0053116665	0.55266666	95.17	2.254	0.003815	-0.63778913	116.185	5.112	0.0083	0.495	116.185	5.112	0.0083	0.26222223	119.002	4.4562	0.009902666	0.977	117.885	4.0615	0.00664	0.100296296	123.1	4.419	0.00581	1.435	123.1	4.419	0.00581	-0.16779661	111.385	7.929	0.006975	0.025	111.385	7.929	0.006975	1.2335211	78.81	4.909	0.0083	-1.26	78.81	4.909	0.0083	0.72245616
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2291	2c6ef976-b34d-482c-9de2-be44786bea20	95.010666	2.8397334	0.0053116665	0.55266666	95.17	2.254	0.003815	-0.63778913	116.185	5.112	0.0083	0.495	116.185	5.112	0.0083	0.26222223	119.002	4.4562	0.009902666	0.977	117.885	4.0615	0.00664	0.100296296	123.1	4.419	0.00581	1.435	123.1	4.419	0.00581	-0.16779661	111.385	7.929	0.006975	0.025	111.385	7.929	0.006975	1.2335211	78.81	4.909	0.0083	-1.26	78.81	4.909	0.0083	0.72245616	89.24	5.329	0.00697	-0.42	89.24	5.329	0.00697	0.7025559
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2337	2c6ef976-b34d-482c-9de2-be44786bea20	115.08	9.443	0.00896	0.09	115.08	9.443	0.00896	0.20446429	121.37	8.665	0.00963	1.79	121.37	8.665	0.00963	0.63182676	101.15	8.729	0.00299	-1.025	101.15	8.729	0.00299	1.6531914	68.11	1.666	0.0093	-0.11	68.11	1.666	0.0093	-0.29106382	81.64709	1.7430416	0.013154583	-0.6795833	81.61	1.87875	0.0112025	-0.3372465	106.36	2.375	0.00797	-0.15	106.36	2.375	0.00797	-0.37169313	123.92	3.853	0.0073	0.37	123.92	3.853	0.0073	-0.3436116
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2357	2c6ef976-b34d-482c-9de2-be44786bea20	85.61	11.741	0.00797	-0.78	85.61	11.741	0.00797	0.2116615	86.74	1.502	0.00199	-0.08	86.74	1.502	0.00199	-0.5201278	97.49	7.477	0.00664	-1.17	97.49	7.477	0.00664	0.93704665	90.265	3.3365	0.006475	-0.185	90.265	3.3365	0.006475	-0.34449902	127.46	1.115	0.00232	0.91	127.46	1.115	0.00232	-0.7233251	110.77	10.597	0.00764	-1.07	110.77	10.597	0.00764	0.41481975	79.71	4.565	0.00266	-1.46	79.71	4.565	0.00266	0.7226415
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2358	2c6ef976-b34d-482c-9de2-be44786bea20	86.74	1.502	0.00199	-0.08	86.74	1.502	0.00199	-0.5201278	97.49	7.477	0.00664	-1.17	97.49	7.477	0.00664	0.93704665	90.265	3.3365	0.006475	-0.185	90.265	3.3365	0.006475	-0.34449902	127.46	1.115	0.00232	0.91	127.46	1.115	0.00232	-0.7233251	110.77	10.597	0.00764	-1.07	110.77	10.597	0.00764	0.41481975	79.71	4.565	0.00266	-1.46	79.71	4.565	0.00266	0.7226415	100.345	3.946	0.005315	0.28	100.345	3.946	0.005315	-0.011027569
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	89	3488e945-fb7f-4c38-8aab-f26af079c190	106.91	2.394	0.00432	0.44	106.91	2.394	0.00432	-0.46681514	126.49	8.292	0.00398	0.7	126.49	8.292	0.00398	0.73110646	89.32	1.676	0.00564	0.17	89.32	1.676	0.00564	-0.3860806	78.9	3.156	0.00365	-0.47	78.9	3.156	0.00365	0.107368425	73.69	1.043	0.00531	1.05	73.69	1.043	0.00531	-0.5465217	77.51	1.414	0.00232	-1.15	77.51	1.414	0.00232	-0.4913669	98.26	1.888	0.00199	0.44	98.26	1.888	0.00199	-0.526817
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	90	3488e945-fb7f-4c38-8aab-f26af079c190	126.49	8.292	0.00398	0.7	126.49	8.292	0.00398	0.73110646	89.32	1.676	0.00564	0.17	89.32	1.676	0.00564	-0.3860806	78.9	3.156	0.00365	-0.47	78.9	3.156	0.00365	0.107368425	73.69	1.043	0.00531	1.05	73.69	1.043	0.00531	-0.5465217	77.51	1.414	0.00232	-1.15	77.51	1.414	0.00232	-0.4913669	98.26	1.888	0.00199	0.44	98.26	1.888	0.00199	-0.526817	109.97	5.387	0.00432	-0.36	109.97	5.387	0.00432	-0.05325132
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	197	3488e945-fb7f-4c38-8aab-f26af079c190	76.89	2.353	0.010125	0.31	76.89	2.353	0.010125	-0.15359712	110.39	8.907	0.01992	2.25	110.39	8.907	0.01992	0.7885542	112.48	6.809	0.00531	0.64	112.48	6.809	0.00531	0.28229755	118.58	5.986	0.00631	2.0	118.58	5.986	0.00631	-0.2865316	83.965	4.498	0.006555	-0.2125	83.965	4.498	0.006555	0.4747541	87.42	3.191	0.00365	-0.98	87.42	3.191	0.00365	-0.6272196	82.82	3.059	0.00465	-1.44	82.82	3.059	0.00465	0.00625
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	502	3488e945-fb7f-4c38-8aab-f26af079c190	108.47	3.654	0.00465	0.27	108.47	3.654	0.00465	0.20993377	113.68	7.353	0.00465	-0.29	113.68	7.353	0.00465	0.9049223	85.52	2.2675	0.00581	0.74	85.52	2.2675	0.00581	-0.24917218	92.99	1.572	0.00531	0.23	92.99	1.572	0.00531	-0.5443478	78.12	4.656	0.00797	-0.58	78.12	4.656	0.00797	0.46415094	71.79	2.173	0.00432	-0.84	71.79	2.173	0.00432	-0.16423076	92.6	6.954	0.00697	-0.93	92.6	6.954	0.00697	1.1136779
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	503	3488e945-fb7f-4c38-8aab-f26af079c190	113.68	7.353	0.00465	-0.29	113.68	7.353	0.00465	0.9049223	85.52	2.2675	0.00581	0.74	85.52	2.2675	0.00581	-0.24917218	92.99	1.572	0.00531	0.23	92.99	1.572	0.00531	-0.5443478	78.12	4.656	0.00797	-0.58	78.12	4.656	0.00797	0.46415094	71.79	2.173	0.00432	-0.84	71.79	2.173	0.00432	-0.16423076	92.6	6.954	0.00697	-0.93	92.6	6.954	0.00697	1.1136779	75.93	1.055	0.00398	2.48	75.93	1.055	0.00398	-0.55106384
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1366	3488e945-fb7f-4c38-8aab-f26af079c190	104.025	3.673	0.003155	0.4	104.025	3.673	0.003155	0.034647886	82.69	7.11	0.00432	1.43	82.69	7.11	0.00432	1.9380165	76.23	1.409	0.00266	-0.64	76.23	1.409	0.00266	-0.31932366	82.61	1.775	0.0093	1.12	82.61	1.775	0.0093	-0.14251208	83.775	1.5935	0.00415	0.2	83.775	1.5935	0.00415	-0.39410648	75.74	0.744	0.00232	-0.26	75.74	0.744	0.00232	-0.6457143	81.945	1.7675	0.002655	0.805	81.945	1.7675	0.002655	-0.37099645
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1523	3488e945-fb7f-4c38-8aab-f26af079c190	72.61	0.62	0.00266	-0.71	72.61	0.62	0.00266	-0.78245616	71.97	1.625	0.00365	0.5	71.97	1.625	0.00365	-0.29347825	77.64	1.204	0.00332	0.16	77.64	1.204	0.00332	-0.56690645	88.065	2.7215	0.03536	-0.475	88.065	2.7215	0.03536	-0.107704915	92.88	4.133	0.00498	-0.07	92.88	4.133	0.00498	-0.5734778	113.42	2.531	0.00232	1.34	113.42	2.531	0.00232	-0.4363029	123.66	7.579	0.01162	-0.13	123.66	7.579	0.01162	0.48607844
